taxonomy_version,centroid_index,parent_topic_slug,parent_topic_label,subtopic_slug,subtopic_label,description,support_count,support_quality,similarity_min,similarity_p05,similarity_p10,similarity_p25,similarity_median,similarity_mean,recommended_auto_threshold,source_project_law_ids
taxonomy_v2,96,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",licenca_parental_e_direitos_de_maternidade_paternidade,Licença parental e direitos de maternidade/paternidade,"Projetos que ampliam e garantem direitos relacionados à licença parental, períodos de licença, subsídios e proteção no trabalho para progenitores.",41,strong,0.778609,0.813264,0.824494,0.858063,0.879345,0.881668,0.8145,1088;1428;1466;1467;1662;1665;1805;2020;2234;2459;2505;2709;2733;2734;2785;2846;3113;3340;3630;3712;3774;3917;3919;393;4155;4158;431;4563;4566;4568;458;5013;5031;5158;5175;5334;5409;5553;671;68;737
taxonomy_v2,97,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",pensoes_complementos_e_sustentabilidade_do_sistema_publico,"Pensões, complementos e sustentabilidade do sistema público","Propostas sobre atualização de pensões, complementos para pensionistas, idade legal de reforma, regimes especiais e sustentabilidade do sistema público de pensões.",67,strong,0.72399,0.741082,0.749326,0.782677,0.827486,0.819966,0.74,1006;1042;1044;1054;1055;1068;1070;1072;1082;1087;1090;1201;1257;1288;1442;1485;1638;167;1681;1798;1819;1985;208;2166;2183;2336;2347;2348;2355;2382;2427;2471;2516;2553;268;269;270;2806;4310;432;4383;4505;4508;4546;4574;4783;4955;5087;5118;5203;5243;5329;5384;5493;5566;558;620;665;726;727;728;732;795;863;865;889;979
taxonomy_v2,98,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",politicas_para_pessoas_idosas,Políticas para pessoas idosas,"Propostas dirigidas ao reconhecimento de direitos, proteção e reforço da rede de apoio para pessoas idosas.",49,strong,0.75843,0.793881,0.823449,0.855617,0.882394,0.87404,0.8134,1183;1258;1269;1359;1364;1416;1508;1679;1699;1734;1740;1742;1748;1749;1861;1862;20;2028;2031;2184;2192;2296;2333;2653;2712;2832;2868;2973;331;3453;349;3657;401;404;413;43;4669;479;490;5040;605;632;682;735;752;797;867;898;914
taxonomy_v2,99,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",procriacao_medicamente_assistida_e_infertilidade,Procriação medicamente assistida e infertilidade,"Propostas relacionadas com acesso, regulamentação e apoio a tratamentos de procriação medicamente assistida e infertilidade.",16,strong,0.813391,0.842802,0.855281,0.886922,0.908563,0.895802,0.8453,1131;1142;1157;1212;1220;1253;1349;1434;1518;1728;2672;3557;4771;4780;5460;5568
taxonomy_v2,100,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",qualidade_ambiental_em_edificios_e_prevencao_sanitaria,Qualidade ambiental em edifícios e prevenção sanitária,"Propostas sobre qualidade do ar interior, água, biofilmes, legionella e riscos ambientais com impacto na saúde pública.",3,low,0.904531,0.905288,0.906045,0.908316,0.912101,0.924724,0.8,4249;4477;4784
taxonomy_v2,101,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",rastreio_e_tratamento_do_cancro,Rastreio e tratamento do cancro,"Propostas relacionadas com o alargamento do rastreio precoce e acesso a tratamentos para o cancro, especialmente o cancro da mama.",23,strong,0.739855,0.832824,0.851112,0.887753,0.901564,0.89177,0.8411,1109;1205;1246;1306;1340;1350;1506;1532;1541;181;182;1906;2017;2301;2621;2646;376;382;481;548;551;720;981
taxonomy_v2,102,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",reforco_e_expansao_dos_cuidados_paliativos,Reforço e expansão dos cuidados paliativos,"Projetos que recomendam o desenvolvimento, alargamento e melhoria da rede nacional de cuidados paliativos para doentes oncológicos e em fim de vida.",32,strong,0.735272,0.790361,0.810406,0.832379,0.875197,0.862418,0.8004,1150;1151;1260;1261;1358;1540;1561;157;159;161;1708;2052;2189;219;225;2417;2525;2534;258;274;4289;4491;5055;520;529;534;536;623;624;724;812;959
taxonomy_v2,103,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",vacinacao_e_prevencao_da_doenca,Vacinação e prevenção da doença,"Propostas sobre planos de vacinação, prevenção da doença, imunização de adultos e medidas preventivas de saúde pública.",1,low,1.0,1.0,1.0,1.0,1.0,1.0,0.82,909
taxonomy_v2,104,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",valorizacao_e_condicoes_dos_profissionais_de_saude_no_sns,Valorização e condições dos profissionais de saúde no SNS,"Propostas que visam melhorar a remuneração, estabilidade, dedicação e estatutos dos profissionais do Serviço Nacional de Saúde.",72,strong,0.746273,0.778039,0.79443,0.809363,0.837763,0.839637,0.7844,1018;111;1168;1276;1277;1393;1431;1521;1614;1655;1668;1672;1689;1730;1736;1822;1832;1833;1837;1885;2040;2066;2069;2071;2091;2134;215;2381;2390;2418;2419;2423;245;247;248;249;2511;2541;2754;2770;291;2991;2995;3065;3082;3124;3130;321;391;395;402;414;427;439;4768;4815;5050;5060;516;5285;5502;5583;576;604;614;617;635;754;799;86;891;894
taxonomy_v2,105,trabalho_direitos_laborais_e_recursos_humanos,"Trabalho, Direitos Laborais e Recursos Humanos",aumento_do_salario_minimo_nacional,Aumento do salário mínimo nacional,Propostas focadas no aumento do salário mínimo nacional e melhoria das remunerações dos trabalhadores.,25,strong,0.792095,0.793863,0.795528,0.814594,0.87912,0.86787,0.7855,1036;143;1511;1573;1577;1580;1683;1757;1771;207;2199;221;2212;2576;2605;2680;27;2944;355;5165;886;935;942;944;946
taxonomy_v2,106,trabalho_direitos_laborais_e_recursos_humanos,"Trabalho, Direitos Laborais e Recursos Humanos",carreira_e_condicoes_dos_investigadores_cientificos,Carreira e condições dos investigadores científicos,"Propostas relacionadas com o regime laboral, carreira, bolsas e valorização dos investigadores científicos e do pessoal de apoio à investigação.",30,strong,0.78433,0.824306,0.830946,0.846454,0.865273,0.864214,0.8209,1112;1145;1207;1264;1311;1353;1382;1499;1546;1559;1694;1720;1724;1834;197;199;2039;2514;298;3600;3786;394;4263;4266;4458;4679;5474;5480;5488;657
taxonomy_v2,107,trabalho_direitos_laborais_e_recursos_humanos,"Trabalho, Direitos Laborais e Recursos Humanos",condicoes_laborais_e_valorizacao_das_forcas_de_seguranca_e_militares,Condições laborais e valorização das forças de segurança e militares,"Propostas sobre condições de trabalho, saúde mental, habitação, remuneração, recrutamento e valorização de profissionais das forças de segurança e militares.",63,strong,0.671036,0.732746,0.743843,0.781507,0.834228,0.816901,0.74,1115;1118;1136;1160;1162;1195;1209;1319;1379;1394;1529;1567;1588;1589;165;1716;1718;173;176;1784;1858;1886;1917;192;193;194;196;1967;1971;205;2259;2275;2282;2283;2288;2330;2359;2375;2377;263;2667;2677;2720;3570;363;379;4291;4799;48;495;53;562;650;70;810;831;832;842;940;970;975;988;991
taxonomy_v2,108,trabalho_direitos_laborais_e_recursos_humanos,"Trabalho, Direitos Laborais e Recursos Humanos",direitos_laborais_jornada_ferias_e_descanso,"Direitos laborais: jornada, férias e descanso","Propostas que visam assegurar direitos dos trabalhadores relacionados com horas de trabalho, férias, feriados, descanso e alterações ao Código do Trabalho.",63,strong,0.708521,0.764699,0.779699,0.820634,0.853472,0.851365,0.7697,1221;1223;1240;127;1411;1415;1417;1460;1538;1542;1631;1813;1902;2037;2057;2387;2399;2401;2735;2807;2808;2853;2864;3151;322;3446;3871;3920;3926;4078;4089;4172;419;428;4378;4379;4447;4469;4489;4507;4585;4681;4695;4870;5033;5167;5169;5173;5191;5241;5265;5389;5470;5555;5567;5598;583;601;602;659;687;895;939
taxonomy_v2,109,trabalho_direitos_laborais_e_recursos_humanos,"Trabalho, Direitos Laborais e Recursos Humanos",igualdade_de_genero_e_combate_a_discriminacao_salarial,Igualdade de género e combate à discriminação salarial,"Propostas focadas na promoção da igualdade entre mulheres e homens, especialmente na remuneração e representação em órgãos de gestão.",25,strong,0.671229,0.757904,0.79218,0.830814,0.869428,0.849237,0.7822,1274;177;195;2124;2143;2174;2176;265;2811;297;3005;3127;373;4091;4545;4582;4704;4772;5247;5459;547;56;5611;653;837
taxonomy_v2,110,trabalho_direitos_laborais_e_recursos_humanos,"Trabalho, Direitos Laborais e Recursos Humanos",politicas_de_emprego_e_compensacao_salarial,Políticas de emprego e compensação salarial,"Propostas sobre emprego público, combate ao desemprego, garantia de emprego, compensações salariais e apoios laborais setoriais.",2,low,0.861518,0.861518,0.861518,0.861518,0.861518,0.861518,0.82,5293;59
taxonomy_v2,111,trabalho_direitos_laborais_e_recursos_humanos,"Trabalho, Direitos Laborais e Recursos Humanos",reformas_do_codigo_do_trabalho_e_direitos_laborais,Reformas do Código do Trabalho e Direitos Laborais,"Propostas focadas na alteração do Código do Trabalho para reforçar direitos dos trabalhadores, combater precariedade e regular contratos e despedimentos.",67,strong,0.685654,0.746556,0.778789,0.816379,0.843152,0.839692,0.7688,1010;1199;1200;1323;146;1469;1479;1488;15;1503;1600;1629;1647;1666;1821;1898;2035;2049;2103;2104;2117;2169;2247;2383;2388;2394;2432;244;2508;2557;2596;2598;2639;2784;305;306;3083;3252;3254;3286;3292;3309;3584;3594;3722;3733;3874;4070;421;4376;4382;443;4516;460;463;4710;5244;5252;5295;5342;5343;5365;5431;5466;5613;896;971
taxonomy_v2,112,trabalho_direitos_laborais_e_recursos_humanos,"Trabalho, Direitos Laborais e Recursos Humanos",regulacao_de_profissoes_e_qualificacoes_profissionais,Regulação de profissões e qualificações profissionais,"Propostas sobre acesso e exercício de profissões, qualificações profissionais, certificações, reconhecimento profissional e regimes profissionais específicos.",3,low,0.826765,0.834511,0.842257,0.865494,0.904224,0.878686,0.8,312;5027;5211
taxonomy_v2,113,trabalho_direitos_laborais_e_recursos_humanos,"Trabalho, Direitos Laborais e Recursos Humanos",regulacao_e_organizacao_das_associacoes_profissionais,Regulação e organização das associações profissionais,"Propostas relacionadas com o regime jurídico, organização e funcionamento das associações públicas profissionais e a regulação do exercício profissional.",48,strong,0.671108,0.755515,0.76285,0.781749,0.826837,0.83379,0.7529,1435;1868;2172;2173;2441;2444;2693;2728;2756;278;2854;2882;2933;2974;2993;3097;3100;3155;4058;4060;4062;4260;4360;4675;482;5130;5135;5136;5137;5139;5140;5142;5147;5256;5508;5512;5520;5521;5522;5525;5539;5587;5600;5604;610;638;661;69
taxonomy_v2,114,trabalho_direitos_laborais_e_recursos_humanos,"Trabalho, Direitos Laborais e Recursos Humanos",suplementos_e_regime_de_pensoes_para_forcas_de_seguranca,Suplementos e regime de pensões para forças de segurança,"Propostas que asseguram aumento de suplementos por serviço e risco, e revisão do regime de pensões para pessoal das forças e serviços de segurança.",47,strong,0.779376,0.788766,0.796335,0.833816,0.862033,0.857513,0.7863,1096;1216;1410;1451;1452;1550;1592;1615;1691;1780;1900;2011;2061;2095;2096;2397;2431;252;2585;2586;2602;266;2760;2765;2772;2798;2799;281;2839;2845;2988;2998;3023;3037;3059;407;4173;4381;442;4548;4562;4571;4894;654;663;753;756
taxonomy_v2,115,trabalho_direitos_laborais_e_recursos_humanos,"Trabalho, Direitos Laborais e Recursos Humanos",valorizacao_e_direitos_dos_bombeiros_e_sapadores,Valorização e direitos dos bombeiros e sapadores,"Projetos que visam reconhecer o estatuto profissional dos bombeiros, incluindo direitos, condições de trabalho, e regimes especiais de aposentadoria.",33,strong,0.78668,0.805351,0.814871,0.849257,0.889126,0.875067,0.8049,1021;1030;122;128;140;141;142;1636;1781;217;2253;234;2421;2635;2689;324;4372;4564;4705;4706;4876;5021;504;5418;597;691;692;709;79;80;88;91;931
taxonomy_v2,116,transportes_e_mobilidade,Transportes e Mobilidade,desenvolvimento_e_investimento_na_rede_ferroviaria_nacional,Desenvolvimento e Investimento na Rede Ferroviária Nacional,"Propostas que recomendam a priorização, revisão e investimento no plano ferroviário nacional, incluindo linhas de alta velocidade e ligações regionais.",36,strong,0.795437,0.809754,0.820516,0.859761,0.872856,0.874956,0.8105,1052;1063;1073;1083;1134;1135;1322;1351;1355;1356;1549;1915;1963;2200;2201;2254;2262;2265;2272;2274;2341;2563;2565;2595;2616;2625;2958;3191;3644;3653;3852;4064;4256;4854;5071;514
taxonomy_v2,117,transportes_e_mobilidade,Transportes e Mobilidade,eliminacao_e_reducao_de_portagens_nas_autoestradas_do_interior,Eliminação e redução de portagens nas autoestradas do interior,"Propostas que defendem a eliminação ou redução gradual das portagens em autoestradas, especialmente nas regiões do interior do país.",33,strong,0.809634,0.825428,0.833821,0.861738,0.883407,0.883173,0.8238,1198;1342;1427;1432;1520;1531;1715;1719;2107;2137;2148;2160;2306;2307;2468;2483;2489;2490;2493;2495;2826;2827;2829;3146;4374;4445;4659;4773;5058;5301;5580;5581;880
taxonomy_v2,118,transportes_e_mobilidade,Transportes e Mobilidade,incentivos_e_melhorias_nos_transportes_publicos,Incentivos e melhorias nos transportes públicos,"Propostas que recomendam medidas para promoção, integração tarifária, valorização e expansão dos transportes públicos e coletivos, incluindo passes nacionais.",21,strong,0.7688,0.769122,0.810957,0.830754,0.866112,0.860299,0.801,1593;1594;1763;1860;190;2163;2515;2613;2855;2941;3042;3103;369;381;388;5073;5232;545;555;640;985
taxonomy_v2,119,transportes_e_mobilidade,Transportes e Mobilidade,mobilidade_ciclavel_e_modos_suaves,Mobilidade ciclável e modos suaves,"Propostas sobre ciclovias, bicicleta, mobilidade suave, redes cicláveis e promoção de modos ativos de transporte.",1,low,1.0,1.0,1.0,1.0,1.0,1.0,0.82,5451
taxonomy_v2,120,transportes_e_mobilidade,Transportes e Mobilidade,mobilidade_eletrica_e_legislacao_veicular,Mobilidade elétrica e legislação veicular,"Propostas relacionadas com veículos elétricos, mobilidade elétrica, isenções fiscais, estacionamento e alterações ao código da estrada.",29,strong,0.781245,0.790135,0.800337,0.813712,0.824266,0.831402,0.7903,1188;1235;1287;1390;1483;1643;1738;1755;1789;1812;2202;2237;2491;2544;2548;3047;3049;3074;3102;3134;314;3288;426;4544;4921;5351;5445;5558;563
taxonomy_v2,121,transportes_e_mobilidade,Transportes e Mobilidade,navegacao_interior_e_transporte_fluvial,Navegação interior e transporte fluvial,"Propostas sobre navegação interior, transporte fluvial, embarcações e regimes profissionais ou administrativos associados a vias navegáveis interiores.",1,low,1.0,1.0,1.0,1.0,1.0,1.0,0.82,2889
taxonomy_v2,122,transportes_e_mobilidade,Transportes e Mobilidade,regulacao_do_transporte_individual_remunerado_tvde,Regulação do transporte individual remunerado (TVDE),"Propostas que tratam do regime jurídico, atividade, operadores e plataformas associadas ao transporte individual remunerado de passageiros em veículos descaracterizados.",26,strong,0.806133,0.810123,0.818661,0.839453,0.879013,0.878453,0.8087,1227;1371;1522;1566;1673;172;174;2531;2567;257;2590;2870;3996;4209;433;434;4387;440;448;451;5123;5420;5423;676;742;97
taxonomy_v2,123,transportes_e_mobilidade,Transportes e Mobilidade,reprivatizacao_da_tap_e_gestao_aeroportuaria,Reprivatização da TAP e Gestão Aeroportuária,"Propostas relacionadas com a reprivatização da TAP, defesa do interesse público, proteção dos trabalhadores e planeamento aeroportuário.",19,strong,0.795029,0.795746,0.817628,0.830668,0.854194,0.850124,0.8076,112;147;1931;2242;2271;2303;2449;2619;2645;2654;2801;3027;3355;346;347;4272;4670;5605;938
taxonomy_v2,124,transportes_e_mobilidade,Transportes e Mobilidade,requalificacao_e_melhorias_do_itinerario_complementar_8_ic8,Requalificação e melhorias do Itinerário Complementar 8 (IC8),"Propostas que recomendam a requalificação urgente e melhorias no IC8, uma via rodoviária que liga o litoral ao interior do país.",18,strong,0.826407,0.852879,0.861739,0.872488,0.887507,0.890151,0.8517,1380;1551;1714;1726;178;179;1911;1912;1913;1926;2238;2240;2250;2258;3650;4252;543;777
taxonomy_v2,125,transportes_e_mobilidade,Transportes e Mobilidade,subsidio_social_de_mobilidade_e_transporte_regional,Subsídio Social de Mobilidade e Transporte Regional,Propostas que recomendam a operacionalização e revisão do Subsídio Social de Mobilidade para residentes em regiões autónomas e melhoria do transporte aéreo e marítimo.,34,strong,0.793276,0.806244,0.811488,0.837668,0.865539,0.858349,0.8015,1037;1038;1039;1050;1092;1116;1225;126;129;131;132;1328;133;1332;1517;2162;2344;3026;32;33;343;354;44;4770;478;5069;517;527;619;778;782;851;916;984
